     1      1      2      0  0.70140  0.70140  1.00000
     1      1      2      1  0.02420  0.60951  1.00000
     1      1      2      2  0.28810  0.38751  1.00000
     1      1      3      0  0.81620  0.84311  1.00000
     1      1      3      1  0.02590  0.89981  1.00000
     1      1      3      2  0.31580  0.41421  1.00000
     1      1      4      0  0.69940  0.72641  1.00000
     1      1      4      1  0.08340  0.81741  1.00000
     1      1      4      2  0.34570  0.50261  1.00000
     1      1      5      0  0.84370  0.88681  1.00000
     1      1      5      1  0.00920  0.78741  1.00000
     1      1      5      2  0.17530  0.39961  1.00000
     1      1      6      0  0.76480  0.84361  1.00000
     1      1      6      1  0.05030  0.76241  1.00000
     1      1      6      2  0.44810  0.70771  1.00000
     1      1      7      0  0.93460  0.96091  1.00000
     1      1      7      1  0.01390  0.85901  1.00000
     1      1      7      2  0.16470  0.32181  1.00000
     1      1      8      0  0.92390  0.96621  1.00000
     1      1      8      1  0.03110  0.74651  1.00000
     1      1      8      2  0.10900  0.21881  1.00000
     1      1      9      0  0.89160  0.92561  1.00000
     1      1      9      1  0.03600  0.63781  1.00000
     1      1      9      2  0.22140  0.40281  1.00000
     1      1     10      0  0.93300  0.94841  1.00000
     1      1     10      1  0.03080  0.76491  1.00000
     1      1     10      2  0.27040  0.40181  1.00000
     1      1     11      0  0.97460  0.97711  1.00000
     1      1     11      1  0.08040  0.65641  1.00000
     1      1     11      2  0.29150  0.35041  1.00000
     1      1     12      0  0.97470  0.97551  1.00000
     1      1     12      1  0.42690  0.65311  1.00000
     1      1     12      2  0.21030  0.26051  1.00000
     1      1     13      0  0.98550  0.98631  1.00000
     1      1     13      1  0.00259  0.00341  1.00000
     1      1     13      2  0.41010  0.44941  1.00000
     1      1     14      0  0.99854  0.99881  1.00000
     1      1     14      1  0.99881  0.99881  1.00000
     1      1     14      2  0.21920  0.22001  1.00000
     1      1     15      0  0.99881  0.99881  1.00000
     1      1     15      1  0.99881  0.99881  1.00000
     1      1     15      2  0.99881  0.99881  1.00000
     1      1     16      0  0.99881  0.99881  1.00000
     1      1     16      1  0.99881  0.99881  1.00000
     1      1     16      2  0.99881  0.99881  1.00000
     1      1     17      0  0.99881  0.99881  1.00000
     1      1     17      1  0.99881  0.99881  1.00000
     1      1     17      2  0.99881  0.99881  1.00000
     1      2      2      0  0.51700  0.59031  1.00000
     1      2      2      1  0.00000  0.75542  1.00000
     1      2      2      2  0.15570  0.38851  1.00000
     1      2      3      0  0.62700  0.67571  1.00000
     1      2      3      1  0.01170  0.80741  1.00000
     1      2      3      2  0.19100  0.49621  1.00000
     1      2      4      0  0.62710  0.69161  1.00000
     1      2      4      1  0.03760  0.81881  1.00000
     1      2      4      2  0.16070  0.45811  1.00000
     1      2      5      0  0.70930  0.74581  1.00000
     1      2      5      1  0.01370  0.86481  1.00000
     1      2      5      2  0.19330  0.48701  1.00000
     1      2      6      0  0.79820  0.81791  1.00000
     1      2      6      1  0.01930  0.89391  1.00000
     1      2      6      2  0.15980  0.46131  1.00000
     1      2      7      0  0.94810  0.95381  1.00000
     1      2      7      1  0.02640  0.86091  1.00000
     1      2      7      2  0.07460  0.68661  1.00000
     1      2      8      0  0.84960  0.87211  1.00000
     1      2      8      1  0.00140  0.84451  1.00000
     1      2      8      2  0.09500  0.38751  1.00000
     1      2      9      0  0.88650  0.89991  1.00000
     1      2      9      1  0.00950  0.71881  1.00000
     1      2      9      2  0.08690  0.40791  1.00000
     1      2     10      0  0.98180  0.98551  1.00000
     1      2     10      1  0.00690  0.87261  1.00000
     1      2     10      2  0.26380  0.36931  1.00000
     1      2     11      0  0.93000  0.93081  1.00000
     1      2     11      1  0.08640  0.79831  1.00000
     1      2     11      2  0.37600  0.48391  1.00000
     1      2     12      0  0.98040  0.98541  1.00000
     1      2     12      1  0.12531  0.99881  1.00000
     1      2     12      2  0.73400  0.73481  1.00000
     1      2     13      0  0.99881  0.99881  1.00000
     1      2     13      1  0.00259  0.00341  1.00000
     1      2     13      2  0.99881  0.99881  1.00000
     1      2     14      0  0.99881  0.99881  1.00000
     1      2     14      1  0.99881  0.99881  1.00000
     1      2     14      2  0.00259  0.00341  1.00000
     1      2     15      0  0.99881  0.99881  1.00000
     1      2     15      1  0.99881  0.99881  1.00000
     1      2     15      2  0.99881  0.99881  1.00000
     1      2     16      0  0.99881  0.99881  1.00000
     1      2     16      1  0.99881  0.99881  1.00000
     1      2     16      2  0.99881  0.99881  1.00000
     1      2     17      0  0.99881  0.99881  1.00000
     1      2     17      1  0.99881  0.99881  1.00000
     1      2     17      2  0.99881  0.99881  1.00000
     1      3      2      0  0.31400  0.31400  1.00000
     1      3      2      1  0.00780  0.56731  1.00000
     1      3      2      2  0.19150  0.53911  1.00000
     1      3      3      0  0.56750  0.57461  1.00000
     1      3      3      1  0.01450  0.70061  1.00000
     1      3      3      2  0.22290  0.44011  1.00000
     1      3      4      0  0.82220  0.83491  1.00000
     1      3      4      1  0.00330  0.92671  1.00000
     1      3      4      2  0.05430  0.36391  1.00000
     1      3      5      0  0.76130  0.76211  1.00000
     1      3      5      1  0.00140  0.62391  1.00000
     1      3      5      2  0.11800  0.35311  1.00000
     1      3      6      0  0.99881  0.99881  1.00000
     1      3      6      1  0.01480  0.75841  1.00000
     1      3      6      2  0.01520  0.44631  1.00000
     1      3      7      0  0.91140  0.91221  1.00000
     1      3      7      1  0.00140  0.81261  1.00000
     1      3      7      2  0.01040  0.15621  1.00000
     1      3      8      0  0.99881  0.99881  1.00000
     1      3      8      1  0.00140  0.98531  1.00000
     1      3      8      2  0.01200  0.03261  1.00000
     1      3      9      0  0.99881  0.99881  1.00000
     1      3      9      1  0.00140  0.95521  1.00000
     1      3      9      2  0.00140  0.13781  1.00000
     1      3     10      0  0.99881  0.99881  1.00000
     1      3     10      1  0.00140  0.38261  1.00000
     1      3     10      2  0.00770  0.04481  1.00000
     1      3     11      0  0.99881  0.99881  1.00000
     1      3     11      1  0.00000  1.00000  1.00000
     1      3     11      2  0.82470  0.82551  1.00000
     1      3     12      0  0.99881  0.99881  1.00000
     1      3     12      1  0.33470  0.66881  1.00000
     1      3     12      2  0.34320  0.34401  1.00000
     1      3     13      0  0.90900  0.90981  1.00000
     1      3     13      1  0.99881  0.99881  1.00000
     1      3     13      2  0.99881  0.99881  1.00000
     1      3     14      0  0.99881  0.99881  1.00000
     1      3     14      1  0.99881  0.99881  1.00000
     1      3     14      2  0.99881  0.99881  1.00000
     1      3     15      0  0.99881  0.99881  1.00000
     1      3     15      1  0.99881  0.99881  1.00000
     1      3     15      2  0.99881  0.99881  1.00000
     1      3     16      0  0.99881  0.99881  1.00000
     1      3     16      1  0.99881  0.99881  1.00000
     1      3     16      2  0.99881  0.99881  1.00000
     1      3     17      0  0.99881  0.99881  1.00000
     1      3     17      1  0.99881  0.99881  1.00000
     1      3     17      2  0.99881  0.99881  1.00000
     2      1      2      0  0.63080  0.66221  1.00000
     2      1      2      1  0.04410  0.36821  1.00000
     2      1      2      2  0.12320  0.19891  1.00000
     2      1      3      0  0.55140  0.66381  1.00000
     2      1      3      1  0.01550  0.60791  1.00000
     2      1      3      2  0.23430  0.47721  1.00000
     2      1      4      0  0.78220  0.81751  1.00000
     2      1      4      1  0.00140  0.76571  1.00000
     2      1      4      2  0.26030  0.56411  1.00000
     2      1      5      0  0.72490  0.75711  1.00000
     2      1      5      1  0.02870  0.85141  1.00000
     2      1      5      2  0.16850  0.46621  1.00000
     2      1      6      0  0.78640  0.78721  1.00000
     2      1      6      1  0.01790  0.81461  1.00000
     2      1      6      2  0.21820  0.54861  1.00000
     2      1      7      0  0.88920  0.89001  1.00000
     2      1      7      1  0.02560  0.71251  1.00000
     2      1      7      2  0.17390  0.40501  1.00000
     2      1      8      0  0.84060  0.86231  1.00000
     2      1      8      1  0.04410  0.86231  1.00000
     2      1      8      2  0.15210  0.28331  1.00000
     2      1      9      0  0.93840  0.94611  1.00000
     2      1      9      1  0.04150  0.89181  1.00000
     2      1      9      2  0.22990  0.44751  1.00000
     2      1     10      0  0.96810  0.96891  1.00000
     2      1     10      1  0.06460  0.79241  1.00000
     2      1     10      2  0.30890  0.41951  1.00000
     2      1     11      0  0.98200  0.98941  1.00000
     2      1     11      1  0.11900  0.44091  1.00000
     2      1     11      2  0.40780  0.47551  1.00000
     2      1     12      0  0.98070  0.98221  1.00000
     2      1     12      1  0.40210  0.70261  1.00000
     2      1     12      2  0.15270  0.15351  1.00000
     2      1     13      0  0.99010  0.99091  1.00000
     2      1     13      1  0.14340  0.81631  1.00000
     2      1     13      2  0.24810  0.31991  1.00000
     2      1     14      0  0.99790  0.99871  1.00000
     2      1     14      1  0.00259  0.00341  1.00000
     2      1     14      2  0.29910  0.29991  1.00000
     2      1     15      0  0.99470  0.99551  1.00000
     2      1     15      1  0.99881  0.99881  1.00000
     2      1     15      2  0.28730  0.28811  1.00000
     2      1     16      0  0.99881  0.99881  1.00000
     2      1     16      1  0.99881  0.99881  1.00000
     2      1     16      2  0.99881  0.99881  1.00000
     2      1     17      0  0.99881  0.99881  1.00000
     2      1     17      1  0.99881  0.99881  1.00000
     2      1     17      2  0.99881  0.99881  1.00000
     2      2      2      0  0.49860  0.56431  1.00000
     2      2      2      1  0.01070  0.73281  1.00000
     2      2      2      2  0.12420  0.36101  1.00000
     2      2      3      0  0.65960  0.70491  1.00000
     2      2      3      1  0.01430  0.81661  1.00000
     2      2      3      2  0.16180  0.47291  1.00000
     2      2      4      0  0.71220  0.74161  1.00000
     2      2      4      1  0.01820  0.80431  1.00000
     2      2      4      2  0.15040  0.40761  1.00000
     2      2      5      0  0.72360  0.75501  1.00000
     2      2      5      1  0.00230  0.86681  1.00000
     2      2      5      2  0.10630  0.35771  1.00000
     2      2      6      0  0.67560  0.71801  1.00000
     2      2      6      1  0.00750  0.84901  1.00000
     2      2      6      2  0.09890  0.37061  1.00000
     2      2      7      0  0.80470  0.82091  1.00000
     2      2      7      1  0.00510  0.86811  1.00000
     2      2      7      2  0.09660  0.28081  1.00000
     2      2      8      0  0.87230  0.89761  1.00000
     2      2      8      1  0.00140  0.85091  1.00000
